date,Open,High,Low,Close,Adj Close,Volume
,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
2019-05-02,2922.159912109375,2931.679931640625,2900.5,2917.52001953125,2917.52001953125,3802290000
2019-05-03,2929.2099609375,2947.85009765625,2929.2099609375,2945.639892578125,2945.639892578125,3357180000
2019-05-06,2908.889892578125,2937.320068359375,2898.2099609375,2932.469970703125,2932.469970703125,3203260000
2019-05-07,2913.030029296875,2913.030029296875,2862.60009765625,2884.050048828125,2884.050048828125,3793060000
2019-05-08,2879.610107421875,2897.9599609375,2873.280029296875,2879.419921875,2879.419921875,3543110000
2019-05-09,2859.840087890625,2875.969970703125,2836.39990234375,2870.719970703125,2870.719970703125,3659050000
2019-05-10,2863.10009765625,2891.31005859375,2825.389892578125,2881.39990234375,2881.39990234375,3566780000
2019-05-13,2840.18994140625,2840.18994140625,2801.429931640625,2811.8701171875,2811.8701171875,3900270000
2019-05-14,2820.1201171875,2852.5400390625,2820.1201171875,2834.409912109375,2834.409912109375,3354860000
2019-05-15,2820.3798828125,2858.679931640625,2815.080078125,2850.9599609375,2850.9599609375,3140900000
2019-05-16,2855.800048828125,2892.14990234375,2855.800048828125,2876.320068359375,2876.320068359375,3338470000
2019-05-17,2858.60009765625,2885.47998046875,2854.22998046875,2859.530029296875,2859.530029296875,3316040000
2019-05-20,2841.93994140625,2853.860107421875,2831.2900390625,2840.22998046875,2840.22998046875,3293750000
2019-05-21,2854.02001953125,2868.8798828125,2854.02001953125,2864.360107421875,2864.360107421875,3223050000
2019-05-22,2856.06005859375,2865.469970703125,2851.110107421875,2856.27001953125,2856.27001953125,3194000000
2019-05-23,2836.699951171875,2836.699951171875,2805.489990234375,2822.239990234375,2822.239990234375,3899320000
2019-05-24,2832.409912109375,2841.360107421875,2820.18994140625,2826.06005859375,2826.06005859375,2889230000
2019-05-28,2830.030029296875,2840.510009765625,2801.580078125,2802.389892578125,2802.389892578125,4146980000
2019-05-29,2790.25,2792.030029296875,2766.06005859375,2783.02001953125,2783.02001953125,3701110000
2019-05-30,2786.93994140625,2799.0,2776.739990234375,2788.860107421875,2788.860107421875,3276030000
2019-05-31,2766.14990234375,2768.97998046875,2750.52001953125,2752.06005859375,2752.06005859375,3982670000
2019-06-03,2751.530029296875,2763.070068359375,2728.81005859375,2744.449951171875,2744.449951171875,3952360000
2019-06-04,2762.639892578125,2804.489990234375,2762.639892578125,2803.27001953125,2803.27001953125,3814130000
