date,open,high,low,close,adj_close,volume,score
2020-1-2,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3459930000,0.789895852
2020-1-3,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3484700000,0.910530269
2020-1-6,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3702460000,0.832588899
2020-1-7,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3435910000,0.875850324
2020-1-8,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3726840000,0.762571571
2020-1-9,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3641230000,0.775478148
2020-1-10,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3214580000,0.793275692
2020-1-13,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3459390000,0.761774755
2020-1-14,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3687620000,0.76029402
2020-1-15,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3721490000,0.854087754
2020-1-16,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3540580000,0.80831363
2020-1-17,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3726220000,0.807671357
2020-1-21,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4104840000,0.83463973
2020-1-22,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3623780000,0.775862202
2020-1-23,3315.77002,3326.879883,3301.870117,3325.540039,3325.540039,3766710000,0.79531963
2020-1-24,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3708780000,0.913156067
2020-1-27,3247.159912,3258.850098,3234.5,3243.629883,3243.629883,3831050000,0.795537354
2020-1-28,3255.350098,3285.780029,3253.219971,3276.23999,3276.23999,3531570000,0.740476386
2020-1-29,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3600250000,0.791264772
2020-1-30,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3790350000,0.784804364
2020-1-31,3282.330078,3282.330078,3214.679932,3225.52002,3225.52002,4529700000,0.875168204
2020-2-3,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3760460000,0.76931311
2020-2-4,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3996900000,0.769196716
2020-2-5,3324.909912,3337.580078,3313.75,3334.689941,3334.689941,4121480000,0.903213941
2020-2-6,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3887250000,0.853432834
2020-2-7,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3733920000,0.817872992
2020-2-10,3318.280029,3352.26001,3317.77002,3352.090088,3352.090088,3462730000,0.801775172
2020-2-11,3365.870117,3375.629883,3352.719971,3357.75,3357.75,3762940000,0.798284317
2020-2-12,3370.5,3381.469971,3369.719971,3379.449951,3379.449951,3930910000,0.856969584
2020-2-13,3365.899902,3385.090088,3360.52002,3373.939941,3373.939941,3500890000,0.827095486
2020-2-14,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3419700000,0.817919407
2020-2-18,3369.040039,3375.01001,3355.610107,3370.290039,3370.290039,3750400000,0.886235364
2020-2-19,3380.389893,3393.52002,3378.830078,3386.149902,3386.149902,3614200000,0.800324348
2020-2-20,3380.449951,3389.149902,3341.02002,3373.22998,3373.22998,4019180000,0.844883448
2020-2-21,3360.5,3360.76001,3328.449951,3337.75,3337.75,3908780000,0.789635089
